DYRK1A_N;ITSN1_N;BDNF_N;NR1_N;NR2A_N;pAKT_N;pBRAF_N;pCAMKII_N;pCREB_N;pELK_N;pERK_N;pJNK_N;PKCA_N;pMEK_N;sex;class
0.3453461;0.4844869;0.2747017;1.8768496;2.6818616;0.1973747;0.1837709;3.2933174;0.1727924;1.1778043;0.3684964;0.2825776;0.2632458;0.2420048;M;Control-No_aprendizaje
0.2875893;0.4816975;0.3234651;2.4751349;4.3497156;0.231734;0.1803996;3.3034855;0.221963;1.2412134;0.3510281;0.2983812;0.289631;0.2751932;F;Control-No_aprendizaje
0.2548604;0.4635914;0.2548604;2.092082;2.6000353;0.2117356;0.1712619;2.4837398;0.2073171;1.057971;0.2656416;0.2940969;0.2499116;0.261223;F;Trisomic-No_aprendizaje
0.3925899;0.521628;0.2898339;1.7922979;2.3597372;0.218288;0.1690089;3.2929367;0.1993064;1.1708341;0.5289286;0.3071728;0.3374703;0.2659244;F;Trisomic-Aprendizaje
0.2450726;0.3558091;0.2645228;2.0018154;2.5199689;0.2261411;0.1849066;2.2072095;0.1779046;1.5892116;0.2881224;0.2424793;0.2603734;0.2341805;F;Control-No_aprendizaje
0.4069195;0.5202349;0.2491668;1.7995556;2.3586732;0.176956;0.1521981;1.7246469;0.1791779;1.1556896;0.4805586;0.2029837;0.2540867;0.2236153;M;Trisomic-Aprendizaje
0.7020039;0.8453782;0.2698125;1.9622495;2.8395604;0.1750485;0.1300582;1.9968972;0.1590175;1.5957337;0.7626374;0.1868132;0.2483516;0.1997414;M;Trisomic-Aprendizaje
0.292091;0.419935;0.2994583;2.2916576;3.671506;0.2706392;0.1969664;6.0487541;0.2134345;1.2305525;0.3995666;0.3915493;0.3009751;0.3089924;M;Control-No_aprendizaje
0.2837209;0.5590971;0.2839945;2.3212038;3.6850889;0.2426813;0.1781122;4.0374829;0.2352941;1.1086183;0.3213406;0.325171;0.2864569;0.278933;M;Trisomic-No_aprendizaje
0.2095214;0.461939;0.2940739;2.1009174;2.6077362;0.2873791;0.206298;3.3647409;0.244483;1.1919167;0.2303496;0.3431689;0.2757253;0.3032482;M;Trisomic-No_aprendizaje
0.3495072;0.5617892;0.2928987;2.2784938;3.5542077;0.2893606;0.2112712;4.6039929;0.233763;1.4521102;0.4202679;0.3762952;0.2754612;0.3424311;M;Trisomic-No_aprendizaje
0.3897274;0.6477605;0.3979228;2.7553554;4.8808828;0.1249594;0.12358;2.8995456;0.2105648;1.126988;0.7461863;0.1922266;0.3778806;0.193038;F;Control-Aprendizaje
0.3426993;0.5846461;0.3939572;3.164237;5.9197037;0.2660475;0.2042088;4.2793322;0.2649894;1.3704444;0.3737362;0.3756172;0.3323536;0.3288267;F;Control-No_aprendizaje
0.2299601;0.3936005;0.2537644;2.0515943;3.4580381;0.1986271;0.1557795;3.6905447;0.2063773;0.9567095;0.2496678;0.2631754;0.2537644;0.2266386;F;Control-No_aprendizaje
0.3665684;0.5512443;0.3307138;2.5442043;4.5034381;0.2342829;0.1920432;3.1629011;0.2066143;1.4531762;0.4435167;0.3403733;0.287983;0.3010806;F;Control-No_aprendizaje
0.3531434;0.5956314;0.2615589;2.0551059;3.0705178;0.1979155;0.15423;3.046014;0.1986917;0.9664043;0.3300809;0.2704291;0.2577891;0.229959;F;Trisomic-No_aprendizaje
0.4749263;0.6010892;0.2421148;1.7910143;2.7492625;0.2028591;0.1454504;1.3439982;0.1454504;1.5765827;0.5981393;0.2189698;0.2325845;0.1971863;F;Trisomic-Aprendizaje
0.2908596;0.465345;0.3064467;2.4434019;3.5520581;0.1938559;0.1575363;3.1961259;0.2123184;6.1133475;0.3270278;0.2795097;0.2555993;0.2315375;F;Control-No_aprendizaje
0.3894349;0.6583948;0.4104832;2.8167076;4.9834562;0.1291564;0.1391482;2.9185094;0.212285;1.1601966;0.7248976;0.1744472;0.3782146;0.1635545;F;Control-Aprendizaje
0.4881485;0.8672636;0.4385041;3.1747432;4.1583487;0.2057545;0.2028575;2.5229787;0.294838;1.4410719;0.8847775;0.3774691;0.4076903;0.3078746;F;Control-Aprendizaje
0.7547285;0.8755339;0.2664226;1.9684767;2.9719341;0.195241;0.1675819;2.1305674;0.2072402;1.8911938;1.0687411;0.2639821;0.2664226;0.2416107;F;Trisomic-Aprendizaje
0.3787;0.7386174;0.3188121;2.4268856;4.0702134;0.2190973;0.1658964;3.6229718;0.2464352;1.1173173;0.3866654;0.3133051;0.2984561;0.2761333;F;Trisomic-No_aprendizaje
0.2354877;0.4298472;0.2968273;2.4618096;3.6484136;0.2568743;0.1992949;2.5619271;0.2319624;1.9372503;0.2940071;0.3454759;0.2763807;0.3083431;F;Control-No_aprendizaje
0.2605389;0.4269883;0.2940026;2.3898305;3.3896132;0.2301173;0.2109952;2.6681877;0.2322903;1.1338548;0.317688;0.3122555;0.267927;0.2953064;F;Control-No_aprendizaje
0.293135;0.4535469;0.3080092;2.3922197;3.7389016;0.2363844;0.1915332;3.610984;0.1965675;1.3629291;0.371167;0.3128146;0.3203661;0.2851259;F;Control-No_aprendizaje
0.4689446;0.5682545;0.385962;2.2501262;3.3580205;0.2686416;0.2223531;5.4718061;0.2336307;1.3107221;0.4458845;0.3480895;0.4054873;0.312237;F;Trisomic-No_aprendizaje
0.2820832;0.3785198;0.3369051;1.8709195;2.6927486;0.2065786;0.1998505;3.8011463;0.1632195;1.0909544;0.2940444;0.2616496;0.3249439;0.2496885;F;Trisomic-No_aprendizaje
0.787914;1.1194073;0.3207438;2.3028278;4.1760604;0.1748015;0.1472981;1.8012783;0.2017238;2.0785396;1.3409839;0.2605075;0.254019;0.207147;F;Trisomic-Aprendizaje
0.4149394;0.5742406;0.3257724;2.3146917;4.1663408;0.1926737;0.1495242;2.7568765;0.1840699;1.3723113;0.4878112;0.2218746;0.3936905;0.2153565;F;Control-Aprendizaje
0.4119983;0.5361622;0.3624582;2.1155936;2.9038462;0.3005853;0.2391304;5.2207358;0.2610786;1.305393;0.4644649;0.3789716;0.4067726;0.3457358;F;Trisomic-No_aprendizaje
0.237231;0.3546798;0.2597874;1.9976666;2.5579466;0.1962665;0.1700804;2.1464869;0.1874514;1.3378273;0.2872699;0.2693803;0.2367125;0.2367125;F;Control-No_aprendizaje
0.3408529;0.5203956;0.3226205;2.2320766;3.1755253;0.3145859;0.2141533;4.4582818;0.2509271;1.5988875;0.3887515;0.3875155;0.2818294;0.3516687;M;Trisomic-No_aprendizaje
0.2679852;0.4014833;0.2996292;2.1461063;3.2788628;0.2561187;0.2019778;5.705068;0.2138443;1.2546354;0.3831891;0.389864;0.2946848;0.2954265;M;Control-No_aprendizaje
0.6188629;0.8353177;0.3519732;2.3755184;4.2589967;0.2406689;0.1820736;5.0729097;0.2049498;1.5967893;0.8905686;0.3261538;0.3368562;0.2842809;M;Control-Aprendizaje
0.6512533;0.9620205;0.4649639;2.9926889;5.9750285;0.2028105;0.1884732;1.8078238;0.2590201;1.9606912;1.0535511;0.3538739;0.3627041;0.2606343;M;Control-Aprendizaje
0.2490518;0.4447956;0.2882427;2.0783818;3.0935525;0.2492625;0.1944796;3.8211125;0.1984829;1.2897177;0.3133165;0.3305942;0.3010957;0.2945638;M;Control-No_aprendizaje
0.26272;0.47184;0.32768;2.64128;4.25088;0.24064;0.19424;2.8872;0.22496;1.27008;0.30656;0.35952;0.2904;0.29008;F;Control-No_aprendizaje
0.4644428;0.6689917;0.2905231;2.1884761;3.5006823;0.2031842;0.1630023;2.2338135;0.1834723;1.2921911;0.5455648;0.240182;0.311903;0.2410917;M;Trisomic-Aprendizaje
2.0175039;2.003237;0.3824481;2.7133437;5.2437358;0.2116053;0.1744395;3.1487831;0.21736;3.7182592;2.6819326;0.2898933;0.3577509;0.2725093;F;Control-Aprendizaje
0.3347398;0.4739803;0.3189873;2.0185654;3.457384;0.259353;0.209564;3.457384;0.1921238;1.1738397;0.5170183;0.3547117;0.3158931;0.2810127;M;Control-Aprendizaje
0.3243104;0.5423014;0.3272952;2.4458625;4.2973446;0.1523261;0.1295801;3.4419514;0.1876287;1.0370523;0.5256278;0.227254;0.3587896;0.1816591;F;Control-Aprendizaje
0.2107819;0.3385138;0.2509309;1.8983325;3.0187793;0.1949166;0.1549296;3.080136;0.1877934;0.8952566;0.2565971;0.2470455;0.2844423;0.2302088;F;Control-No_aprendizaje
0.3304774;0.5675817;0.3553069;2.7350935;4.7510054;0.253366;0.2068543;3.3755901;0.231509;1.7686659;0.3294282;0.3635251;0.3623011;0.3371219;M;Trisomic-No_aprendizaje
0.2867894;0.4979169;0.3378578;2.5894369;4.2838328;0.2714689;0.1916409;5.1799489;0.2370649;1.3013036;0.3550598;0.3370515;0.3053353;0.2889397;M;Control-No_aprendizaje
0.5696115;0.7131204;0.2948984;2.1328633;3.787087;0.2003318;0.1700539;5.8718374;0.1888566;1.4975805;0.6504908;0.2816259;0.3343011;0.252454;M;Trisomic-Aprendizaje
0.3404124;0.4967682;0.3305633;2.3644198;2.9556787;0.2782395;0.255771;2.6534318;0.2477685;1.5186211;0.4659895;0.3558018;0.2973223;0.3585719;F;Control-No_aprendizaje
0.4000339;0.5846911;0.3265445;2.4903259;4.5624576;0.2279362;0.1724372;2.200611;0.2111337;1.441446;0.6559742;0.3306178;0.2910726;0.2449084;M;Control-Aprendizaje
0.2758495;0.4307636;0.2851662;2.2652539;3.2500913;0.1892583;0.157837;2.9176105;0.2025941;1.7347461;0.3217026;0.2621483;0.2626964;0.2290829;F;Control-No_aprendizaje
0.2546816;0.4248596;0.2808989;1.875;2.7696629;0.2366573;0.1952247;4.5589888;0.1872659;1.2226124;0.3419944;0.3232678;0.2848783;0.281133;M;Control-No_aprendizaje
0.734437;0.876063;0.3879125;2.541558;4.6016555;0.2410704;0.1892505;5.2528631;0.2289375;1.790339;0.953963;0.3400612;0.3731716;0.300601;M;Control-Aprendizaje
0.3004568;0.4757232;0.2974116;2.4691254;3.8279479;0.2373541;0.1803417;5.1432922;0.2038572;1.2532566;0.3875825;0.3244798;0.2840467;0.2596853;M;Control-No_aprendizaje
0.2335508;0.3705499;0.2158434;1.7429637;2.5280522;0.193849;0.1392358;2.3187325;0.1351351;0.812302;0.3386766;0.2231128;0.2732526;0.1899348;M;Control-Aprendizaje
0.2856437;0.4646032;0.319888;2.4794205;3.9282186;0.2548568;0.1934475;4.8895291;0.2281857;1.3035891;0.3696082;0.3274613;0.300461;0.2925584;M;Control-No_aprendizaje
0.76543;0.9264832;0.2644897;1.9435801;3.3804069;0.1860147;0.1591725;2.2578219;0.1887502;1.810053;1.1714823;0.268251;0.2407249;0.2438024;M;Trisomic-Aprendizaje
0.4145071;0.6750309;0.2768408;2.2022487;4.440011;0.2406417;0.1579597;4.9686;0.1878514;1.4172494;0.4520773;0.3198958;0.2938434;0.2524338;M;Trisomic-No_aprendizaje
0.2966044;0.4993209;0.3319185;2.5495756;4.0073005;0.2684211;0.1942275;4.9971138;0.2393888;1.260781;0.3529711;0.342275;0.3056027;0.3286927;M;Control-No_aprendizaje
0.2643731;0.4518587;0.3070884;2.0785038;3.1491572;0.238513;0.2140383;2.7564073;0.2170399;1.5114292;0.3073193;0.3216347;0.3093974;0.2904641;M;Trisomic-No_aprendizaje
0.2839225;0.4570125;0.3224629;2.3890536;3.763512;0.2513113;0.186545;3.6075257;0.1924743;1.4241733;0.332041;0.3115165;0.3238312;0.2820981;F;Control-No_aprendizaje
1.7732107;1.4988502;0.31762;2.214142;4.1441506;0.201351;0.1710262;2.5160966;0.1864041;3.1171314;2.3318482;0.2561081;0.3049727;0.2424547;F;Control-Aprendizaje
0.3530366;0.5366249;0.2644877;1.8022717;2.998841;0.2216041;0.162726;3.7109411;0.1576263;1.3182661;0.4207232;0.2693556;0.2635605;0.2420028;M;Trisomic-No_aprendizaje
0.6116988;0.9269268;0.3838563;2.5785403;4.3364744;0.2033959;0.164548;2.870833;0.2335319;1.6412126;0.689039;0.3070495;0.3314961;0.2672238;F;Trisomic-Aprendizaje
0.1984779;0.347032;0.2837139;1.7010654;2.3327245;0.2730594;0.2432268;3.7491629;0.2563166;1.256621;0.3098935;0.3902588;0.2648402;0.4070015;M;Control-No_aprendizaje
0.4646147;0.6375628;0.3670436;2.1009213;4.0291039;0.2927136;0.2106365;3.9070352;0.2250838;1.7303183;0.7234087;0.3695561;0.3932161;0.3295645;F;Control-Aprendizaje
0.2785924;0.5222874;0.3070381;2.3516129;3.0788856;0.3222874;0.231085;4.9372434;0.273607;0.4290323;0.3249267;0.3489736;0.2870968;0.3029326;M;Trisomic-No_aprendizaje
0.3596992;0.4904046;0.3252075;2.4053423;3.6268154;0.2691909;0.2243257;5.0033714;0.2232884;1.373444;0.4188278;0.3576245;0.3145747;0.3114627;M;Control-No_aprendizaje
0.2809458;0.5288209;0.2996446;2.2909906;3.2435481;0.2460207;0.1957966;2.9460671;0.2217586;1.1414001;0.29949;0.2977901;0.2831093;0.2641014;F;Trisomic-No_aprendizaje
0.3027608;0.4730406;0.3225866;2.5278859;4.099685;0.2427274;0.1806559;4.0164906;0.1975171;1.299055;0.3435242;0.3409301;0.32796;0.277191;F;Control-No_aprendizaje
0.513901;0.8074138;0.3090067;2.2325514;3.8176948;0.2166232;0.1775268;6.1252534;0.1918621;1.5072401;0.6630466;0.2949609;0.3563568;0.2589053;M;Trisomic-Aprendizaje
0.4834571;0.6365069;0.2901193;2.0191312;3.2115688;0.236777;0.1967139;5.4913347;0.2059419;1.4186361;0.5390502;0.2988971;0.3605672;0.2802161;M;Trisomic-Aprendizaje
0.2424445;0.378722;0.3496153;2.4053753;4.7545444;0.2364224;0.1622616;5.4829932;0.1942679;0.8991859;0.286941;0.3045612;0.3430356;0.259284;F;Control-No_aprendizaje
0.311823;0.4770684;0.2495967;1.8151648;2.5291542;0.1963586;0.1940539;3.2864715;0.1802259;1.2401475;0.3208112;0.2645771;0.247292;0.2316202;M;Control-No_aprendizaje
0.3268978;0.4787254;0.3154639;2.6112465;4.2427366;0.2382381;0.1763824;4.0650422;0.2011246;1.4596064;0.3546392;0.3169634;0.3334583;0.2888472;F;Control-No_aprendizaje
0.3221403;0.512558;0.3084903;2.6146601;4.3296478;0.2304122;0.1718537;5.6096096;0.2274092;1.3252798;0.4058149;0.3207753;0.2871963;0.3091728;M;Control-No_aprendizaje
0.8873767;0.9726558;0.3014109;2.2639531;3.6461481;0.1844175;0.1447122;2.5038082;0.1852915;1.8363092;0.9330753;0.2210014;0.2831814;0.2128855;M;Trisomic-Aprendizaje
0.5194434;0.7363706;0.3705681;2.5030499;4.9471979;0.2664888;0.2052993;2.7491422;0.2089211;1.7121616;0.7872665;0.3476935;0.3444529;0.2842165;M;Control-Aprendizaje
0.3143976;0.4952661;0.3623898;2.5106105;3.5223637;0.3176624;0.2794646;4.9454783;0.2461639;1.4476004;0.4253999;0.3780607;0.3290891;0.34476;M;Control-No_aprendizaje
0.2407941;0.380102;0.3575865;2.338953;4.7837178;0.2199423;0.1607143;5.3673469;0.1953194;0.8380657;0.2894854;0.3097826;0.349268;0.2690772;F;Control-No_aprendizaje
0.5075642;0.6122727;0.326874;2.2955975;4.8765936;0.2466429;0.2114567;3.7317695;0.2344042;1.5330614;0.7693354;0.3227945;0.291008;0.3076662;F;Control-Aprendizaje
0.3499039;0.6229587;0.3441403;2.7759366;5.4716619;0.2498799;0.201489;4.1305235;0.2612872;1.5168108;0.3551873;0.3740394;0.3715178;0.3533862;M;Trisomic-No_aprendizaje
0.485692;0.6296826;0.299948;2.317768;4.1501041;0.2046046;0.1515349;3.5723205;0.1638918;1.2907128;0.685744;0.2818678;0.3277836;0.2304891;M;Control-Aprendizaje
0.3541988;0.4859399;0.3561248;1.9551233;2.864792;0.288906;0.2261171;4.699923;0.2280431;1.1866333;0.4171803;0.3310863;0.373074;0.3318567;F;Trisomic-No_aprendizaje
0.5384129;0.7018653;0.3844451;2.4821372;4.109706;0.2880177;0.2232058;2.0828328;0.2020234;1.9652229;0.8390768;0.4027822;0.4163769;0.3465065;M;Control-Aprendizaje
0.2523898;0.4609665;0.2586298;1.7142857;2.4200743;0.2024695;0.1558683;2.5872278;0.1846787;0.8481147;0.2566383;0.2523898;0.2488051;0.2377854;F;Trisomic-No_aprendizaje
0.3831928;0.6265623;0.332893;2.3572808;3.7225892;0.2517021;0.1731531;5.7863022;0.2671476;1.1637029;0.4265827;0.343461;0.3751651;0.2979372;F;Trisomic-No_aprendizaje
0.3856945;0.4983205;0.2975697;2.3562537;3.8605019;0.2373049;0.219917;2.7858131;0.212211;1.2948034;0.4190871;0.3303695;0.2606204;0.2957913;F;Control-No_aprendizaje
0.8074747;0.9252535;0.3348267;2.3279887;4.0180382;0.2064372;0.1651733;2.2801226;0.2174016;1.8409573;0.9386937;0.2532422;0.3261023;0.2489979;M;Trisomic-Aprendizaje
0.2497051;0.441786;0.2855939;2.2965459;3.7631003;0.2291491;0.1841618;2.9966302;0.1959562;1.2161752;0.3275484;0.2862679;0.2697557;0.2647009;F;Control-No_aprendizaje
0.4177771;0.5480988;0.2624309;2.0004875;3.459701;0.2167696;0.1732207;3.0289243;0.1654209;1.1576211;0.6173221;0.2972051;0.3095548;0.2458564;M;Control-Aprendizaje
0.4567857;0.7507313;0.4632568;3.0906835;5.5761014;0.2443046;0.1782643;3.6549951;0.235972;1.7220991;0.5121886;0.3501463;0.4387022;0.3146884;F;Control-Aprendizaje
0.2423373;0.4608353;0.2927048;2.301667;3.6845313;0.2455637;0.1794228;4.3029217;0.2084603;1.2504033;0.3108084;0.3522137;0.2905539;0.2948557;M;Control-No_aprendizaje
0.2680213;0.4296081;0.3207547;1.9617804;2.9963716;0.2402032;0.1983551;4.6935172;0.1913401;1.338897;0.3497823;0.3301887;0.2980164;0.2876149;M;Control-No_aprendizaje
0.3275909;0.5184578;0.3218485;2.6013126;4.6173093;0.230927;0.172956;5.5386929;0.217528;1.391988;0.4018321;0.3321028;0.2905387;0.2692097;M;Control-No_aprendizaje
0.5153716;0.6816751;0.3081578;2.1907528;3.0232389;0.2725732;0.2144759;2.9327039;0.2050351;1.3696442;0.6870007;0.3171145;0.3771484;0.3163883;M;Control-Aprendizaje
0.5425988;0.6736475;0.3074726;2.3465017;3.6127241;0.2119626;0.1716643;2.3062034;0.2027606;1.4094875;0.5725845;0.2506743;0.3322228;0.2579724;M;Trisomic-Aprendizaje
0.5779795;0.8383091;0.3243372;2.321113;4.1417483;0.2027705;0.1756628;6.2192501;0.2003821;1.544662;0.686888;0.2940053;0.3699546;0.2891091;M;Trisomic-Aprendizaje
0.4122677;0.6458488;0.4038414;2.594052;5.1786865;0.288228;0.1881041;6.860347;0.2427509;1.3934325;0.4324659;0.3613383;0.402974;0.339777;F;Trisomic-No_aprendizaje
0.2564695;0.400878;0.280268;1.8784658;2.8426525;0.2204251;0.1908503;4.547597;0.1846118;1.2014787;0.3477357;0.3602126;0.2719501;0.2814233;M;Control-No_aprendizaje
0.414109;0.6061385;0.3496706;2.1076651;4.2251326;0.2816969;0.1962076;4.1271091;0.2241684;1.5277197;0.6374739;0.3569018;0.3797204;0.3061224;F;Control-Aprendizaje
0.2789746;0.5280052;0.361913;2.5208962;4.7636794;0.3599741;0.2296424;3.735028;0.2498923;1.6271004;0.3082723;0.3978888;0.353296;0.3741922;M;Trisomic-No_aprendizaje
0.2906376;0.3331419;0.2682366;1.8385985;2.6134406;0.1932797;0.1800689;3.2458357;0.1849512;1.3325675;0.3038484;0.270247;0.2616312;0.2423894;M;Control-No_aprendizaje
0.2872576;0.4733612;0.3287503;2.3874294;3.4497913;0.2457648;0.1988706;2.5406334;0.2023079;1.6199362;0.3189295;0.3287503;0.3334152;0.305426;M;Trisomic-No_aprendizaje
0.3858268;0.5939513;0.3323193;2.1104152;2.9579456;0.2525054;0.1798497;3.9520401;0.241947;1.2761274;0.4957051;0.3577309;0.408733;0.2952756;F;Trisomic-Aprendizaje
0.5229179;0.7210905;0.363541;2.4562612;5.1917316;0.2291791;0.1866387;2.481426;0.1908328;1.6412522;0.7998802;0.3269922;0.3253445;0.2538945;M;Control-Aprendizaje
0.4398083;0.6047115;0.2437612;1.7939709;2.506688;0.1782791;0.1453384;1.8895987;0.176682;1.1878618;0.4721501;0.2251947;0.271112;0.2060291;F;Trisomic-Aprendizaje
0.9458853;1.2987526;0.4458404;2.937988;5.5857489;0.2160101;0.1935744;2.2475096;0.2632146;2.2706632;1.2086512;0.31706;0.3868797;0.3075473;M;Trisomic-Aprendizaje
0.2807357;0.4346563;0.2813166;2.2993224;3.7225557;0.2662149;0.17909;4.8404647;0.1980639;1.2404647;0.3699903;0.3190707;0.2784124;0.2755082;M;Control-No_aprendizaje
0.4307945;0.6671306;0.4257338;2.6375253;5.378416;0.2940283;0.2163462;6.951164;0.2644231;1.534666;0.4463563;0.3739879;0.4449646;0.3537449;F;Trisomic-No_aprendizaje
0.4072642;0.6702113;0.3346223;2.5892832;5.2043917;0.2375363;0.1803618;5.3656953;0.241265;1.3643143;0.4075404;0.3239884;0.34498;0.2998205;M;Trisomic-No_aprendizaje
0.4037507;0.5568119;0.3132929;2.2324876;4.168781;0.2705461;0.1955323;3.8954771;0.2517926;1.5366795;0.6458908;0.3610039;0.3317705;0.3403199;F;Control-Aprendizaje
0.2060367;0.3707349;0.3172572;1.8536745;2.5528215;0.3412073;0.2503281;3.9629265;0.2627953;1.2847769;0.3074147;0.4143701;0.2900262;0.4238845;M;Control-No_aprendizaje
0.2304952;0.3897399;0.3427146;1.9800499;2.8386177;0.3085144;0.2557891;4.5069469;0.2835768;1.5507659;0.3712148;0.3990025;0.3273958;0.3651585;M;Control-No_aprendizaje
0.2674129;0.4405473;0.3159204;2.4900498;3.710199;0.2748756;0.2191542;3.3410448;0.2385572;1.3507463;0.3156716;0.3420398;0.2875622;0.3022388;F;Control-No_aprendizaje
0.3660107;0.5749553;0.2908766;1.921288;2.7989267;0.3019678;0.2078712;2.3241503;0.231127;1.5556351;0.5334526;0.3567084;0.2994633;0.3449016;F;Trisomic-Aprendizaje
0.5006431;0.8283368;0.4093203;2.6832888;4.5948353;0.2520036;0.1976848;4.1953102;0.2556644;1.3968537;0.5562481;0.3618284;0.364302;0.328881;F;Trisomic-No_aprendizaje
0.3336359;0.6021784;0.3240405;2.8344139;5.1321317;0.2429979;0.1794606;6.3584025;0.2162863;1.2782676;0.3375259;0.3537344;0.3018672;0.2838434;M;Trisomic-No_aprendizaje
0.596246;0.821877;0.3045955;2.3777346;4.1688026;0.175534;0.1451133;2.0517799;0.1928803;1.5537864;0.8390939;0.2677023;0.2721036;0.2168285;F;Trisomic-Aprendizaje
0.273375;0.4370872;0.3048314;2.3757386;3.8835593;0.2572124;0.1915189;6.477407;0.2158498;1.1831769;0.4101495;0.392944;0.31439;0.2982273;M;Control-No_aprendizaje
0.333438;0.5421245;0.3320774;2.4736787;4.3482993;0.1486133;0.1467295;3.4319205;0.1885924;1.0341183;0.5311355;0.2196756;0.3574045;0.1880691;F;Control-Aprendizaje
0.945123;1.2004886;0.432996;2.8706159;5.4067353;0.2132263;0.1896702;2.1599197;0.2657477;2.0349852;1.2724655;0.3098063;0.3743675;0.289391;M;Trisomic-Aprendizaje
0.4476744;0.7098837;0.2946512;2.0768605;3.3980233;0.1811628;0.1467442;2.655;0.2094186;1.3245349;0.5038372;0.2480233;0.2994186;0.2175581;F;Trisomic-Aprendizaje
